session_duration_sec,scroll_depth_pct,clicks_per_minute,idle_time_sec,mouse_movement_dist,tab_switches,attention_span
561,41.0731543491012,17.0,4.61928927340859,,3,low
142,50.46372879774349,10.0,13.807321320913726,385.85198145339797,1,low
2217,0.735304455442698,14.0,54.27677851506313,518.2668691190808,1,low
588,69.17201141346888,20.0,18.890017678373624,628.2247921233042,3,low
2078,66.13426789447244,20.0,11.641014600108504,660.5526426607807,2,high
2167,3.8400877326344562,9.0,24.71160852009335,534.9483001222136,2,low
683,,18.0,9.054370992548987,527.48586436985,2,low
349,97.90318407916673,15.0,15.382820205408,592.9559270268667,0,high
1603,42.07365625686168,13.0,12.131202841673776,569.6254301591229,0,high
1858,50.19454051318417,11.0,48.910811424990975,306.322919874303,1,high
1947,90.99301581597186,18.0,77.41177301974457,309.1876468544237,3,low
168,71.72618758657563,17.0,42.760062293596675,183.64113454686805,3,low
2922,58.20701311242236,22.0,17.345500843144183,614.976200125947,1,high
2056,79.78046813410725,13.0,21.05564814810703,440.64053394334996,1,high
2336,86.43662664559733,8.0,4.00846853415013,623.0295868064453,1,high
931,45.68880717372669,9.0,41.21493583733064,560.5565860181737,0,low
719,47.51083649318354,20.0,27.225555569239553,349.63599776435456,3,low
2069,38.60509356518358,16.0,69.81862998128237,481.9666349697832,1,low
39,96.67061400184606,12.0,6.7172331817787985,,4,low
290,69.71662542903503,14.0,42.77927542957768,408.61647796046566,5,low
1972,8.322306620807229,15.0,34.624225178128334,637.2930988239922,1,low
1703,,9.0,,876.6115205821509,4,high
2249,,,33.02251474854312,667.4305462615322,3,low
2975,6.875390642248746,15.0,77.45840846993758,495.9565448963894,3,low
2090,54.971725516331105,19.0,75.1910141887407,688.9261639934186,0,high
1221,41.716427897570206,14.0,38.14898705725114,756.9353975466205,4,low
1649,87.7749404862625,22.0,1.4780113806081594,291.1443826534554,6,low
350,,14.0,61.73376857125661,683.7282142043796,1,low
1372,82.6464609492183,8.0,32.168922102566576,615.4523028114808,3,low
1666,55.768869118545275,12.0,11.150796958648654,678.2178584984749,0,high
2406,5.461030321346905,14.0,6.219964945125945,,1,high
2862,97.18453013254846,15.0,3.7058657157122257,,3,high
2854,51.26152441031999,15.0,1.5462807937373606,804.9305966274151,2,high
2024,29.08768542315825,9.0,42.085306148050634,550.9397912873224,4,low
2988,,23.0,8.069460364867473,434.85094689586197,1,high
1973,85.7857783517489,15.0,0.7365564581319237,575.8967022560562,1,high
2068,30.49031243850635,20.0,15.188610756213404,645.8593852591791,5,low
3520,19.26763964867003,18.0,,,1,high
1148,12.907124693088146,15.0,5.5620772602295405,558.9704575283338,0,low
1634,29.785939839021125,10.0,1.3514378414539592,513.2550623155477,2,low
2395,78.00480870400435,14.0,6.2892588966864365,400.9886400349035,1,high
265,47.16263651952617,15.0,34.09903012310346,376.72633120583436,5,low
1999,22.748160369353997,18.0,2.5747010168042226,289.5775570142619,2,low
363,16.61849996097492,23.0,24.292926450397577,727.7030051070118,5,low
1938,33.27294765103791,21.0,4.749198691030852,466.4874127805508,4,low
405,93.99243728857088,15.0,6.533084534680539,-14.136265263293467,2,high
3560,34.30267125900244,11.0,14.980644140002186,,1,high
1190,98.81240759546354,11.0,3.188339293680171,556.3740656760954,2,high
2665,48.523045576535615,11.0,5.705900632101925,220.01484757544068,2,high
1600,17.916391829015087,19.0,12.875176162683864,375.1405687500107,4,low
2590,89.11400917935094,21.0,11.999510008242428,368.55664481586064,1,high
1349,46.03553731348269,17.0,41.50153624371919,388.65984638115856,0,high
3421,70.96713435045244,,2.3317867004976467,681.9163792555355,4,high
2995,98.37115832091517,18.0,59.08012772154184,477.6683677899745,1,high
1885,5.0175350319974,18.0,,435.9147672775773,4,low
1402,9.669455978756714,11.0,,668.358491333089,1,low
902,72.04567414627562,18.0,11.104634256762129,574.3021617775559,5,low
1282,28.1825003295472,19.0,51.92813673117388,238.85326130351763,1,low
2347,18.430139695009906,15.0,6.056218850173634,407.5064541248146,1,high
1881,3.9361879819729495,10.0,3.9856928146930084,548.2943130700919,0,high
2875,2.1846711986201806,8.0,1.3799464635583116,359.916479898195,1,high
1344,,15.0,84.05946961380457,804.4332182631697,4,low
754,13.443342736955,,11.045552148524363,516.9318145478876,3,low
3266,46.77206159711509,11.0,74.8916057418988,386.99354906337123,3,high
2082,60.5896815179483,,9.548921712883661,331.5584534995926,2,high
2928,42.835180056884624,17.0,,639.1291382053554,3,low
3480,2.7106652336233106,18.0,70.28004982834084,402.82070945090646,2,low
107,78.35015025879089,10.0,77.18305296138949,556.9886267437561,1,low
3511,1.0513224541653488,20.0,20.564505008614436,,5,low
2651,76.1889894377484,10.0,60.28544143690936,510.52966872867546,1,high
161,89.33044937881228,16.0,90.33506184847496,404.6171153174808,1,low
630,43.28399210571723,14.0,11.77425766762443,452.6908379787419,1,low
1802,53.554247309779825,12.0,16.28365128811049,380.55787994218144,0,high
1095,47.698339261765376,10.0,38.107672030958206,653.8439416712406,2,low
2166,38.920861862343884,9.0,10.715673213937865,,6,low
2479,88.74245353703603,13.0,42.049466289445405,478.48142076204465,2,high
2373,89.39335106699905,13.0,2.302937318011044,485.7286578801884,2,high
1893,33.581636464153455,13.0,,741.8405182450442,2,low
1348,61.5069754014698,10.0,3.9139737743323937,633.5462881087099,2,high
645,92.69075621458641,11.0,10.415467549284052,618.6021137416939,5,low
2877,96.20584989413516,10.0,8.97747714680466,263.31700654605476,0,high
2499,50.895904042204755,12.0,54.77787298909152,401.54114185961913,1,high
1918,45.28248052843268,9.0,,678.2928073743373,2,high
1076,27.869431592852578,8.0,,324.36037768675254,3,low
604,95.887187319041,20.0,47.39059899374531,512.6020322182594,1,high
2220,14.281430447286736,18.0,20.727473492835028,340.21077436088166,1,high
1022,57.9829576047725,13.0,7.991055090471825,355.263911688589,3,low
2742,,22.0,,752.1178479296306,4,low
2222,27.90082903477966,,18.760430864749058,607.8905962364582,1,high
1278,,19.0,0.2654410821239783,647.4710341691881,3,low
3084,99.87929358156545,13.0,22.73702003916075,617.5612220245669,2,high
532,5.4966306839822066,9.0,91.5878311296775,479.10674566557464,0,low
2027,57.85418182035315,15.0,5.042154792182247,396.26049381441544,2,high
850,8.257215803527718,22.0,25.553430344543006,439.686461087376,2,low
2181,15.452082999051896,18.0,97.9308609012958,471.226031841988,1,low
3140,43.95629417728987,15.0,59.09548189046484,766.4429103991876,1,high
2000,51.04601313464413,19.0,56.989719311529775,299.54653534557053,3,low
227,25.8792408364524,16.0,,416.95078270718085,1,low
1699,31.645713087441617,16.0,,363.05549505419265,2,low
2656,8.696702025593305,16.0,66.38694754597837,658.493479628072,3,low
2468,30.32197838442505,18.0,85.0800960918066,778.0682389008646,2,low
1232,,26.0,20.543017115026856,546.3179539739594,0,high
2631,94.47073816724817,24.0,13.135204206626355,558.6523752265376,3,high
1501,33.4878290136985,17.0,16.044791322179243,513.6981384562904,1,low
3116,,14.0,12.20326887638518,565.6218483921688,1,high
1676,90.95953911109443,17.0,7.16365043885341,615.9732743536441,1,high
1722,0.6183822640896675,15.0,28.905280978738524,563.8460769330233,2,low
1342,81.06835703375918,22.0,24.807001559523314,574.8251492417442,1,high
2065,,18.0,18.629544096227534,616.3121545240813,0,high
507,9.132573433355706,17.0,,233.25828481173994,3,low
1284,16.144768603292103,13.0,,500.30133952185884,0,low
952,96.07463027713554,13.0,5.768740976723369,545.7813563126776,3,high
449,53.75401436403463,21.0,3.650186704828769,562.4222270778937,1,low
2234,1.4196634471723701,20.0,29.270984622217348,474.3670607324069,2,low
2627,25.763199876352914,13.0,,524.1127249695728,1,high
3542,44.99436742688596,11.0,1.8501502454112568,392.0140392978849,2,high
1150,69.29089110247676,12.0,,233.77328964534053,2,high
3098,,13.0,44.32340239790469,647.4705651958485,4,high
3074,99.54215129254561,16.0,28.654783216582054,329.8442595020745,2,high
3512,28.7511199383759,9.0,13.519492984144737,475.93192053293575,4,high
980,53.82201018684752,14.0,6.388549653859431,387.63055506469914,0,high
2366,53.332354785960504,12.0,29.97351350192187,738.0513919814119,1,high
1307,40.56452594472375,8.0,65.55881226487318,488.05329282369274,2,low
2273,16.91618938424202,8.0,31.17687157879807,453.43153056769006,1,low
2675,97.74565631838425,11.0,50.28397943999892,612.1798803088974,3,high
1887,85.3317186666586,20.0,22.114717457357806,823.471125141228,2,high
546,,11.0,,560.8534290587132,2,low
1688,60.32454226840298,18.0,67.96641833187742,443.3870807552247,5,low
1895,22.72610535596623,18.0,44.50782068909844,604.4890972032035,1,low
2942,54.37870703917469,13.0,72.18972551553622,264.09813971276515,2,high
1171,69.49701331214759,20.0,,506.96438900965956,2,high
2883,51.51670283865888,22.0,70.37112143246968,,1,high
1962,99.02851705849413,22.0,29.15150567751002,523.6621095028657,3,high
3260,61.13416562477262,9.0,61.21788067825165,516.1666484236473,2,high
844,37.09737125921691,14.0,1.205182735782152,503.09548105362586,2,low
2305,,15.0,32.17539009641966,440.6785579360701,2,high
1930,17.046251158164203,24.0,56.51132450472916,547.1736008547306,2,low
2293,38.451581370626656,,5.74215384501693,616.2909517490455,2,high
3025,34.69589503775858,15.0,32.522376232123406,450.2269921263838,1,high
2092,43.180709510777724,14.0,52.28131687891108,126.38723925487687,2,low
3258,,19.0,10.188187800955237,569.8426257918131,4,high
3362,48.41730321634075,7.0,,819.9689114780156,1,high
3258,,,25.285473417462462,443.5607887915804,1,high
2124,57.64889031398659,16.0,21.967100856000513,279.3254925865095,2,high
2401,34.206943465755536,20.0,1.1993390567225017,601.6119477098719,3,high
2921,80.99787436834724,13.0,3.1165846946365723,,6,high
159,23.828967055309157,11.0,3.1763721460193413,579.4060354572853,1,low
3512,22.43829797997955,14.0,9.125236076079274,758.7050081249765,5,low
124,50.45029240548358,15.0,8.46548116394263,619.050281843857,1,low
2704,26.084924596208893,16.0,40.66974055252001,606.0276478516539,6,low
2832,0.9087034951216322,13.0,25.511184517880583,422.29989758868317,1,high
1985,64.82975272988016,,43.31466428525159,542.8110336129826,1,high
3393,51.1093821472398,15.0,2.173767985660313,495.5793564923335,5,high
823,44.55178144931612,17.0,19.92013379876547,490.43964191500226,3,low
1864,96.69685146183153,18.0,11.73690824094141,,0,high
3384,57.11991839629137,15.0,56.90146415251985,533.8420201187831,1,high
2146,,14.0,36.908390157017834,,5,low
1713,13.945023620516018,18.0,61.03598893722149,621.7577598922362,2,low
40,56.92064631294277,15.0,1.4261827558795621,368.33820608297054,1,low
3355,86.7979626730903,13.0,38.2773312995616,462.4593162492938,1,high
1895,58.3105757279898,10.0,23.296408395974463,549.5839839552748,2,high
2949,71.80141781270015,15.0,52.2890841258561,360.9089872406732,3,high
2627,37.20435678122074,14.0,21.227157007440603,,4,low
3235,9.244951703706661,18.0,23.309502300039046,442.5429983453739,0,high
741,45.79002951270714,16.0,1.5946628422338514,,3,low
2100,39.44793908388575,19.0,33.12589338607617,606.8466399005706,0,high
844,,15.0,,326.9744641186811,1,high
375,24.399530235247223,10.0,0.5967129531983068,722.7733345563743,1,low
2379,96.6734227535108,9.0,2.0624101319931967,,1,high
392,95.81381198044961,18.0,94.59658166914424,508.8761291891344,3,low
2473,24.76316430714387,15.0,12.742983428832545,202.9053007183004,2,high
2295,34.80519554773205,14.0,60.765793940719355,521.7293943275785,2,low
2218,89.55557408738851,,96.32517174297118,487.973012469012,3,low
3035,96.66222208961075,15.0,86.08207666504318,305.1366447611796,2,high
3311,44.3439102836044,12.0,64.04234677649438,513.0902508195213,3,high
1014,32.099704564089784,18.0,,440.3115483788864,0,low
3070,52.6094013251542,,10.23282490095588,467.481827315696,0,high
1669,68.77692063657348,13.0,4.927491272768283,503.88226432910693,4,low
857,,15.0,30.588147122310243,429.28186802626976,1,low
2760,73.64731746190728,13.0,20.08910727991818,536.9684940423302,4,high
3561,5.165735711464103,17.0,3.1190684865621137,,5,low
3081,4.929449276441645,20.0,33.95340787952137,570.9152702579863,1,high
385,38.628770514554525,11.0,24.82505358546715,420.69881090420125,2,low
3085,35.34731920607206,16.0,59.64799352798397,340.2620370599061,1,high
1377,31.56332153671523,12.0,28.185536856345472,393.6697207342792,1,low
3234,49.101976266891,17.0,25.595688060344887,716.3985153277667,1,high
2965,32.07335823115712,,17.434852803700696,643.394978931012,0,high
1893,19.225791846809194,18.0,18.640822355036956,,1,low
156,30.946954908860093,,92.62307874384037,692.407093725533,2,low
3207,97.4904272810235,20.0,4.470526635589172,430.05229142401964,1,high
3086,41.11134169948486,,17.729569489499646,544.3717903112694,2,high
633,44.47127768583358,11.0,31.998345621769037,511.37585042719434,1,low
3479,57.654498995114004,13.0,17.02244252167059,598.9307788387133,6,high
1958,98.33407684142266,15.0,9.989406560285781,456.6247632153549,2,high
1043,24.160127643576303,17.0,10.163256164624537,513.9461235636506,4,low
80,,19.0,7.983725527506996,510.8407216429528,2,low
3130,71.59846935417241,13.0,12.643408225116396,579.8393599873547,0,high
3563,60.73244167930659,10.0,61.595622651727865,598.3575831607399,2,high
3397,,10.0,21.109537690619938,514.05065485103,3,high
3398,67.68722758275764,17.0,8.242530328150709,518.5986176098712,1,high
2856,6.409471103617548,,14.56091223987115,533.8847031123057,2,high
1460,59.61426495498969,11.0,3.3557947841103855,746.9827130934564,3,low
1822,73.95811772217426,11.0,70.31338337328665,240.5003313024602,2,low
2891,21.096989061995043,14.0,15.73748627332315,354.5480508173288,1,high
1666,84.1622007542774,15.0,117.95331204451395,601.0519394668913,1,low
3506,3.0353805533004263,18.0,12.810106925262996,540.4676598258637,2,high
3447,84.3812863658306,19.0,54.30186692745595,539.4124325226315,1,high
1675,46.032905064276505,,8.88696817534541,600.1243248070034,1,high
2497,21.75879399316445,24.0,2.376260701660234,532.0989339685644,2,high
1235,13.3778144993968,19.0,0.9674333045820089,416.10762823261643,3,low
3060,95.33071675823726,19.0,27.954958196195307,594.3213710162388,3,high
2902,7.266558758115671,11.0,11.20040909086999,503.1330744498617,3,low
3102,19.909341993592566,10.0,17.583714990904113,432.863423166567,1,high
1884,,11.0,51.219302012985274,603.5540936866867,0,high
596,62.023484896112045,15.0,,,0,high
2448,54.480108527609836,21.0,11.07337960846955,532.2149737401188,2,high
965,12.564349241231398,15.0,55.99504360419856,757.5678730991835,5,low
1964,28.972798373821462,12.0,20.363264892484818,699.0240102155426,2,low
2738,23.875177108602408,,52.749479740697666,650.2785791080703,1,high
3532,21.354285449034137,16.0,14.074967581444742,884.9548359213121,5,low
3046,41.1144336479987,15.0,15.243378261009171,478.03048970034257,4,high
1362,,22.0,,430.2799506025859,0,high
3238,21.745293221723593,11.0,74.43192852833035,,2,low
231,,16.0,68.12785303986507,462.1048553008578,2,low
3537,39.09174268411623,13.0,124.46468371139376,501.7891573471734,3,low
2390,97.64565294354102,21.0,15.447375269968667,352.1120051374543,2,high
146,95.46663568790689,16.0,51.21399341445403,590.9989186569691,1,low
966,80.01375827520759,26.0,16.08193031157149,279.3489131693585,1,high
604,24.165892081918518,10.0,18.17051056438663,485.5342668260946,2,low
2321,6.803731409166969,15.0,,497.6966393726365,4,low
566,31.690413772062477,20.0,5.857344863245095,434.5941736370253,1,low
1655,26.679454943383085,,7.465802180983444,236.41778620077503,0,high
2152,50.59258001463939,19.0,11.338193701410503,235.30533593383245,3,high
415,77.7727910067793,9.0,46.5604156205987,388.07413899923,3,low
3311,85.8322938878858,14.0,13.987594502469832,580.8575493143096,1,high
504,84.48640854105085,12.0,13.30287048869317,543.3387292162915,3,low
447,35.967556122306775,15.0,202.17445157265087,497.5346961753288,2,low
2424,68.72343434606829,14.0,14.525809865896772,367.31172709737837,0,high
2717,31.283419752422002,15.0,8.541415910975479,,0,high
968,6.090554323518271,18.0,29.28231113690227,230.14560829416223,2,low
984,70.15652656029422,16.0,48.56646386272773,140.51757764420336,2,low
905,,22.0,2.1644729264991645,,2,low
792,40.91825874584886,11.0,28.94019257843778,418.0922929854457,1,low
1232,,15.0,1.0916879597409552,651.9756946471186,3,low
1235,69.33775385188524,19.0,22.417480968612885,523.6975666659251,1,high
693,76.62454727603789,12.0,8.911436400974512,747.6102964999776,2,low
54,30.409463597128383,15.0,10.986251478959034,417.76773969568103,2,low
2020,81.16270144448535,20.0,18.882417480642832,573.0158437283242,2,high
1233,29.391676050493377,14.0,78.563069621819,462.1584305876555,1,low
739,44.63263599865612,18.0,37.20534194104779,707.2579586196707,2,low
1909,72.7018527014134,9.0,82.8651809521411,469.39243293138804,4,low
1214,69.29202292247886,14.0,32.36173152895054,628.1610170218647,1,high
2254,98.73684723122,16.0,0.21399382375604817,338.35715532137596,4,high
314,22.51610242159319,12.0,9.260438512859741,437.71810353019333,2,low
92,66.23179135395823,14.0,70.86132098282525,,1,low
1032,60.96819082757774,,30.93804703329764,689.5126309944201,2,low
691,91.509845449003,8.0,,,1,low
2743,15.636214164487505,12.0,5.086804621107678,450.10333303313314,2,high
2233,75.1798163586933,12.0,,445.02798103590493,2,high
1522,56.826861626876834,15.0,13.499802917385914,188.45397164084295,3,low
3150,27.46658697879054,16.0,11.860594023983616,,4,high
996,47.44349141471741,14.0,8.710229332281948,268.89993032130593,1,low
878,33.37765970697978,13.0,17.580795097743163,150.40047829439118,1,low
1137,57.931340278846086,13.0,30.84166159048565,460.65307572570157,0,high
3462,88.90006108146659,14.0,11.18660909831014,455.57823187942125,0,high
718,56.9304984412202,,2.491664754312937,463.2569625561001,2,low
177,63.17224183265841,16.0,36.98480591870285,537.9287368847528,2,low
371,,14.0,18.43099808362209,368.09047651794515,0,low
2553,5.116550644547591,19.0,24.390527458554295,768.6284020168881,3,low
1116,23.285855687609423,17.0,18.231147163025984,495.0058987802745,2,low
1754,49.20017294320827,14.0,66.31590712263235,692.9645694592226,1,low
1413,31.023528374470477,11.0,24.543969987970286,248.0151137766932,5,low
2638,18.176359776119423,11.0,77.02654975753927,,2,low
356,50.41328419184383,12.0,21.435742325753022,602.9472207566346,1,low
1822,32.28097934478503,16.0,10.38426804508981,466.01535864831004,3,low
1789,25.810764317341473,19.0,13.175741381558343,339.023091894055,5,low
3242,46.39854174403808,18.0,22.152452152513177,224.2055152033878,2,high
1019,13.328425808217315,15.0,22.650003353257215,609.9805508360547,1,low
2292,,15.0,34.87894768741412,597.7403382423282,2,high
2512,86.7702097919239,16.0,7.627220523600115,536.4981037128842,3,high
981,70.76205857405353,12.0,32.26236611629801,425.6140713821125,1,high
752,10.621382758845622,10.0,45.231902924573504,333.03649585552927,1,low
3419,77.5877254469693,,,492.05276901549473,0,high
2109,80.7957328109019,17.0,19.723447723155385,302.70220945319,3,high
2747,,10.0,143.6751385933887,387.2623879153115,1,high
2362,11.396588711924116,11.0,15.566397133791014,689.1875872099323,2,low
3406,64.39079570677647,14.0,3.381310945077596,222.37463553028715,2,high
458,83.43247957493986,18.0,51.69570881306132,601.629174035055,2,low
1530,57.73534012196677,17.0,7.155377269253363,724.1293927173745,3,low
315,64.6407375228089,19.0,37.478057583770564,622.4389579073979,2,low
3245,45.83634794263062,16.0,5.916098449753451,,2,high
3525,52.87073198840526,14.0,0.5106431120621817,,4,high
3120,3.4376858351725215,14.0,5.223409754639144,403.1167918348981,0,high
2095,63.89630219732846,,14.19571850463808,162.7803700905019,2,high
798,8.14472128911592,9.0,3.3822388392017313,505.55100204009716,1,low
2667,43.50145943402234,8.0,6.607398204224539,439.663932690636,2,high
1424,29.265509766740784,15.0,43.39742160936745,395.29483869771394,3,low
3276,54.54279502117131,10.0,44.07510137360601,496.98784566814805,4,high
3087,13.341633552320708,8.0,51.028217984927515,509.35542203069826,0,high
223,69.16434019733182,14.0,55.194836525129,404.66640539494193,1,low
2579,79.50115369284704,4.0,16.364370012863198,741.9621175215179,1,high
1017,16.33544497431565,12.0,60.64642504491225,,1,low
1166,10.431308735188216,18.0,22.392443732346457,634.4417837559918,4,low
2191,14.551548278735915,14.0,19.080166298862142,484.5045824540886,3,low
3323,87.71275618985017,18.0,38.03255684333616,576.6853598391714,2,high
1731,52.81892617563562,18.0,7.217024532953572,365.6443099102155,3,low
976,46.72609960075026,22.0,46.74771492930405,,3,low
860,10.671181910235427,15.0,16.835466318779055,469.3396089029391,3,low
1950,64.95560067569618,22.0,4.084745096253107,346.7024697478512,4,high
3365,86.799959189509,10.0,3.811552817679231,496.58499931711555,3,high
3002,82.8185869323453,10.0,5.406356290546468,456.1918954625166,3,high
84,,16.0,66.37485570299205,848.4603990831375,3,low
829,7.527871665167362,,141.109374571579,565.3091372719867,3,low
807,11.239702717601297,15.0,13.247094234952046,736.9576201172333,0,low
1511,4.930898710982468,10.0,10.365431610402549,669.693065953809,3,low
1931,25.74792164924693,14.0,7.406607696378266,505.6670899696249,4,low
2239,13.566146716037775,16.0,52.0868725156588,433.44211956049327,0,low
3481,26.004804025243388,19.0,7.041589486953982,238.96601281995157,2,high
2164,38.50580557189617,16.0,77.34625687772024,,2,low
84,94.29827840711357,16.0,33.01996596132596,599.4130186631321,4,low
3577,61.03760597816921,15.0,,454.6804422318945,1,high
1853,83.49737856829623,20.0,24.223752667809357,556.3730488607663,1,high
1231,71.03515007123322,14.0,35.201354810744256,195.45872729789954,2,low
3492,11.250313052663174,14.0,28.984769736176172,,2,high
3450,73.59204063739489,14.0,,664.4722335798929,1,high
3109,27.509888155912442,11.0,54.21121496488032,233.636256529062,0,high
862,63.91078469947063,15.0,26.732801047964706,555.7345859535199,0,high
342,34.09619736429885,17.0,30.031583251459566,701.5301980412692,1,low
2836,99.76722632646592,12.0,76.48370860101623,752.0129974009199,2,high
1888,26.355147949677782,18.0,,424.47513937130606,2,low
2037,27.913047077426967,,32.7416339979297,616.9895516917301,1,high
2036,93.06722555623983,,0.2335349674868259,714.4684730008123,1,high
2520,2.464440463632267,18.0,3.308217491777843,560.2072086170568,4,low
1820,69.66889878731969,,,692.7616383495216,1,high
357,72.53263907358782,17.0,2.6555646414411744,494.62075199925494,3,low
3155,83.63785774103994,15.0,7.205608331728038,559.1471215656195,4,high
2838,97.44393106384753,16.0,7.862249717980754,406.75861603066966,1,high
3340,97.56019191566524,11.0,27.50633485894489,475.3099763489362,0,high
3330,6.527675756646389,12.0,25.785461591965706,565.0574254814545,2,high
2656,82.18393227529025,15.0,10.250107672008346,395.50710124313485,0,high
3152,64.63099336573814,8.0,6.98109922445282,466.4620440288869,0,high
3084,64.73421343730912,15.0,43.385411479888404,614.1310521420205,3,high
1317,12.83499266146948,11.0,82.21231584193154,,3,low
3519,65.01871664456533,12.0,1.6275303421133231,192.58422625271396,0,high
2173,,13.0,4.287734100261603,796.4865000985426,4,high
1141,91.1818569539447,15.0,30.83041399612354,461.01923533658487,2,high
3179,43.91306608048505,16.0,48.95686393350979,,1,high
1341,3.994797328609434,14.0,,674.163904998761,1,low
3221,36.229349000020484,20.0,,734.6745160910821,0,high
2891,82.63903116005552,15.0,65.52485573543069,390.8057202905314,2,high
2568,70.1499101465166,10.0,7.3520475019490625,466.20930378233027,2,high
481,45.93436555939564,18.0,3.4048367740286,491.9605851570645,2,low
1553,5.510153515883109,10.0,28.663655065455835,446.3849236253983,4,low
194,42.68947278233026,13.0,51.82568650463087,697.8141462258709,0,low
211,46.90249397178835,15.0,26.17134319891491,488.47584484828013,3,low
2546,92.85555328941359,10.0,98.90308386382223,257.21785027874466,2,high
939,64.10861035821594,,,405.0479266529354,0,high
2812,31.16529166546489,9.0,36.19846889637425,263.239995995468,2,high
852,52.53182644507214,9.0,1.8644746463355275,465.74918199599887,1,high
973,6.605530782216007,22.0,3.420006543425375,600.8824511851905,4,low
2031,97.25682356497369,16.0,46.09087015866513,401.8284991544467,0,high
2084,36.0059901930726,22.0,6.628301413124905,439.54505530481345,2,high
359,47.78673549131358,6.0,0.8777723557363757,458.78520614927083,0,low
804,35.52839742369226,8.0,72.49300781243095,521.1113740752867,2,low
2228,68.25117301162001,17.0,66.43870279801294,577.4124167953287,2,high
3186,66.2232158329593,14.0,7.395583044398725,621.0883141903053,2,high
176,71.53223105291356,12.0,,838.3275474404782,4,low
3482,,,1.475066404365391,518.5243896500109,1,high
944,31.566848116406597,16.0,10.066615914216525,610.3689580969572,2,low
1601,12.525123109620795,11.0,29.318419363744926,261.86648784825877,2,low
1338,65.55099718461126,14.0,,443.1225521651699,0,high
2777,3.979712733565255,16.0,0.3136091450135663,459.437465980689,0,high
111,59.768233552345905,13.0,11.84504193667508,347.40276665193437,1,low
543,86.96958848516338,17.0,,419.6010902948696,4,low
1950,89.08321482896335,15.0,201.27711169425817,483.87729235165585,1,low
2892,44.90377603699617,11.0,33.349305743006326,424.3004938752788,1,high
2786,45.930368821307376,,15.60969008694545,890.275128175724,1,high
1969,7.696918300801736,16.0,2.3600191835338618,576.8413012366594,1,low
775,67.07650254430358,18.0,27.38915667293986,800.1534108289004,2,low
3100,,21.0,30.791662799981992,723.8976768251007,3,high
1439,24.465505460471306,7.0,50.850842585771346,404.1130799824421,2,low
736,42.13008816333647,16.0,,505.6340701129717,0,low
500,83.88393367652704,15.0,,434.77630683881347,1,low
3220,87.7120467662288,11.0,17.365947393526906,475.72658610705025,4,high
425,24.317998026422593,17.0,10.5269109619759,,2,low
1585,55.057063454136426,20.0,12.852003516482954,433.76970062446657,2,high
2338,19.249315063582706,21.0,21.99321471218034,553.9278322299858,1,high
834,10.187876413955655,18.0,82.79683997669554,549.9683085413305,0,low
963,91.11205013919576,12.0,39.858746101263684,538.01054978244,1,high
1309,82.05075042321091,,25.819270563879208,491.04877626746617,1,high
1787,76.00349018031739,17.0,5.331140894699217,629.111363785541,3,high
934,4.876631881314042,23.0,4.852752241527487,461.44354608821925,0,low
3327,84.37287927102575,,20.92652068249576,,3,high
1106,43.804407590538375,24.0,39.13686433845171,222.86036644736566,4,low
3017,34.23951232958596,15.0,41.71053810837372,598.5216535963634,3,high
1920,54.647636102537646,,7.682183890885837,573.2556668371036,2,high
1553,9.135324272355582,12.0,3.1641327480420607,398.8150164122675,1,low
2931,75.66465493523988,14.0,14.557708643620778,446.7153459717085,0,high
1417,58.24350768882959,14.0,75.09427303592376,,2,low
1333,18.659009687316754,12.0,23.647960040250716,637.3902870723124,1,low
622,,6.0,11.57427622514698,237.58052475033406,1,low
2791,18.424865157267423,16.0,11.730790588537314,594.2369101481383,1,high
3259,5.700238755193398,11.0,4.249915555933571,431.35232216636655,2,high
2709,58.77984493716848,18.0,19.229381018317138,668.793466144783,1,high
2136,84.0348177588508,13.0,47.014735148999506,224.10871792757342,3,high
157,1.74982139873886,15.0,103.78898082600094,866.7948447681811,7,low
765,4.900464497127355,9.0,,367.0790100478854,2,low
2798,57.27702766869458,18.0,5.489390169471054,,2,high
3216,,14.0,34.46091149537306,,2,high
3310,32.67388905686336,11.0,42.41506596777847,377.19998941998045,3,high
2603,34.96143988077222,30.0,2.232001579360198,539.7671008072117,4,low
550,59.63464974967759,12.0,56.94143838551029,654.3688167434552,2,low
2629,,12.0,53.03936470645161,267.09427988828566,4,low
266,2.660836607768413,11.0,19.190527326688386,605.2383273930513,4,low
1334,73.52285181015961,17.0,24.65823849016671,498.17322520143654,2,high
3460,62.56499129414531,14.0,37.490876992536656,586.5566123849501,2,high
3302,58.07559990556591,15.0,33.87970383232245,501.646303600847,1,high
1811,74.16841289918231,10.0,0.5002267084483049,414.2196741868019,0,high
1331,67.52308375620375,21.0,3.918137956556521,333.03151229421815,4,low
3336,20.588198817832115,20.0,5.32326442304853,600.8967668070538,0,high
2571,35.24810469433511,15.0,42.27778834965253,600.0907988298252,3,low
2081,12.6110141678625,20.0,17.399031775138518,599.3408371536212,1,low
2743,12.985701341788102,12.0,,564.1394479160859,1,high
471,67.61957463565392,10.0,44.4428783587104,641.7048307759205,1,low
2106,85.86001069824982,11.0,12.510145170623456,710.9103919654463,1,high
3210,96.27325838611391,22.0,41.455952822902255,218.53732288902228,0,high
